net.neoforged.api.distmarker.Dist net.minecraftforge.api.distmarker.Dist
net.neoforged.neoforge.event.entity.living.MobEffectEvent$Added net.minecraftforge.event.entity.living.MobEffectEvent$Added
net.neoforged.neoforge.event.entity.living.MobEffectEvent$Applicable net.minecraftforge.event.entity.living.MobEffectEvent$Applicable
net.neoforged.neoforge.event.entity.living.MobEffectEvent$Expired net.minecraftforge.event.entity.living.MobEffectEvent$Expired
net.neoforged.neoforge.event.entity.living.MobEffectEvent$Remove net.minecraftforge.event.entity.living.MobEffectEvent$Remove
net.neoforged.neoforge.event.entity.living.MobEffectEvent net.minecraftforge.event.entity.living.MobEffectEvent
net.neoforged.neoforge.event.entity.living.MobSpawnEvent$AllowDespawn net.minecraftforge.event.entity.living.MobSpawnEvent$AllowDespawn
net.neoforged.neoforge.event.entity.living.MobSpawnEvent$FinalizeSpawn net.minecraftforge.event.entity.living.MobSpawnEvent$FinalizeSpawn
net.neoforged.neoforge.event.entity.living.MobSpawnEvent$PositionCheck net.minecraftforge.event.entity.living.MobSpawnEvent$PositionCheck
net.neoforged.neoforge.event.entity.living.MobSpawnEvent$SpawnPlacementCheck net.minecraftforge.event.entity.living.MobSpawnEvent$SpawnPlacementCheck
net.neoforged.neoforge.event.entity.living.MobSpawnEvent net.minecraftforge.event.entity.living.MobSpawnEvent
net.neoforged.neoforge.event.entity.living.PotionColorCalculationEvent net.minecraftforge.event.entity.living.PotionColorCalculationEvent
net.neoforged.neoforge.event.entity.living.ShieldBlockEvent net.minecraftforge.event.entity.living.ShieldBlockEvent
net.neoforged.neoforge.event.entity.living.ZombieEvent$SummonAidEvent net.minecraftforge.event.entity.living.ZombieEvent$SummonAidEvent
net.neoforged.neoforge.event.entity.living.ZombieEvent net.minecraftforge.event.entity.living.ZombieEvent
net.neoforged.neoforge.event.entity.player.AdvancementEvent$AdvancementEarnEvent net.minecraftforge.event.entity.player.AdvancementEvent$AdvancementEarnEvent
net.neoforged.neoforge.event.entity.player.AdvancementEvent$AdvancementProgressEvent$ProgressType net.minecraftforge.event.entity.player.AdvancementEvent$AdvancementProgressEvent$ProgressType
net.neoforged.neoforge.event.entity.player.AdvancementEvent$AdvancementProgressEvent net.minecraftforge.event.entity.player.AdvancementEvent$AdvancementProgressEvent
net.neoforged.neoforge.event.entity.player.AdvancementEvent net.minecraftforge.event.entity.player.AdvancementEvent
net.neoforged.neoforge.event.entity.player.AnvilRepairEvent net.minecraftforge.event.entity.player.AnvilRepairEvent
net.neoforged.neoforge.event.entity.player.ArrowLooseEvent net.minecraftforge.event.entity.player.ArrowLooseEvent
net.neoforged.neoforge.event.entity.player.ArrowNockEvent net.minecraftforge.event.entity.player.ArrowNockEvent
net.neoforged.neoforge.event.entity.player.AttackEntityEvent net.minecraftforge.event.entity.player.AttackEntityEvent
net.neoforged.neoforge.event.entity.player.BonemealEvent net.minecraftforge.event.entity.player.BonemealEvent
net.neoforged.neoforge.event.entity.player.CriticalHitEvent net.minecraftforge.event.entity.player.CriticalHitEvent
net.neoforged.neoforge.event.entity.player.EntityItemPickupEvent net.minecraftforge.event.entity.player.EntityItemPickupEvent
net.neoforged.neoforge.event.entity.player.FillBucketEvent net.minecraftforge.event.entity.player.FillBucketEvent
net.neoforged.neoforge.event.entity.player.ItemFishedEvent net.minecraftforge.event.entity.player.ItemFishedEvent
net.neoforged.neoforge.event.entity.player.ItemTooltipEvent net.minecraftforge.event.entity.player.ItemTooltipEvent
net.neoforged.neoforge.event.entity.player.PermissionsChangedEvent net.minecraftforge.event.entity.player.PermissionsChangedEvent
net.neoforged.neoforge.event.entity.player.PlayerContainerEvent$Close net.minecraftforge.event.entity.player.PlayerContainerEvent$Close
net.neoforged.neoforge.event.entity.player.PlayerContainerEvent$Open net.minecraftforge.event.entity.player.PlayerContainerEvent$Open
net.neoforged.neoforge.event.entity.player.PlayerContainerEvent net.minecraftforge.event.entity.player.PlayerContainerEvent
net.neoforged.neoforge.event.entity.player.PlayerDestroyItemEvent net.minecraftforge.event.entity.player.PlayerDestroyItemEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$BreakSpeed net.minecraftforge.event.entity.player.PlayerEvent$BreakSpeed
net.neoforged.neoforge.event.entity.player.PlayerEvent$Clone net.minecraftforge.event.entity.player.PlayerEvent$Clone
net.neoforged.neoforge.event.entity.player.PlayerEvent$HarvestCheck net.minecraftforge.event.entity.player.PlayerEvent$HarvestCheck
net.neoforged.neoforge.event.entity.player.PlayerEvent$ItemCraftedEvent net.minecraftforge.event.entity.player.PlayerEvent$ItemCraftedEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$ItemPickupEvent net.minecraftforge.event.entity.player.PlayerEvent$ItemPickupEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$ItemSmeltedEvent net.minecraftforge.event.entity.player.PlayerEvent$ItemSmeltedEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$LoadFromFile net.minecraftforge.event.entity.player.PlayerEvent$LoadFromFile
net.neoforged.neoforge.event.entity.player.PlayerEvent$NameFormat net.minecraftforge.event.entity.player.PlayerEvent$NameFormat
net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerChangeGameModeEvent net.minecraftforge.event.entity.player.PlayerEvent$PlayerChangeGameModeEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerChangedDimensionEvent net.minecraftforge.event.entity.player.PlayerEvent$PlayerChangedDimensionEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerLoggedInEvent net.minecraftforge.event.entity.player.PlayerEvent$PlayerLoggedInEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerLoggedOutEvent net.minecraftforge.event.entity.player.PlayerEvent$PlayerLoggedOutEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$PlayerRespawnEvent net.minecraftforge.event.entity.player.PlayerEvent$PlayerRespawnEvent
net.neoforged.neoforge.event.entity.player.PlayerEvent$SaveToFile net.minecraftforge.event.entity.player.PlayerEvent$SaveToFile
net.neoforged.neoforge.event.entity.player.PlayerEvent$StartTracking net.minecraftforge.event.entity.player.PlayerEvent$StartTracking
net.neoforged.neoforge.event.entity.player.PlayerEvent$StopTracking net.minecraftforge.event.entity.player.PlayerEvent$StopTracking
net.neoforged.neoforge.event.entity.player.PlayerEvent$TabListNameFormat net.minecraftforge.event.entity.player.PlayerEvent$TabListNameFormat
net.neoforged.neoforge.event.entity.player.PlayerEvent net.minecraftforge.event.entity.player.PlayerEvent
net.neoforged.neoforge.event.entity.player.PlayerFlyableFallEvent net.minecraftforge.event.entity.player.PlayerFlyableFallEvent
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$1 net.minecraftforge.event.entity.player.PlayerInteractEvent$1
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$EntityInteract net.minecraftforge.event.entity.player.PlayerInteractEvent$EntityInteract
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$EntityInteractSpecific net.minecraftforge.event.entity.player.PlayerInteractEvent$EntityInteractSpecific
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickBlock$Action net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickBlock$Action
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickBlock net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickBlock
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$LeftClickEmpty net.minecraftforge.event.entity.player.PlayerInteractEvent$LeftClickEmpty
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickBlock net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickBlock
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickEmpty net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickEmpty
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent$RightClickItem net.minecraftforge.event.entity.player.PlayerInteractEvent$RightClickItem
net.neoforged.neoforge.event.entity.player.PlayerInteractEvent net.minecraftforge.event.entity.player.PlayerInteractEvent
net.neoforged.neoforge.event.entity.player.PlayerNegotiationEvent net.minecraftforge.event.entity.player.PlayerNegotiationEvent
net.neoforged.neoforge.event.entity.player.PlayerSetSpawnEvent net.minecraftforge.event.entity.player.PlayerSetSpawnEvent
net.neoforged.neoforge.event.entity.player.PlayerSleepInBedEvent net.minecraftforge.event.entity.player.PlayerSleepInBedEvent
net.neoforged.neoforge.event.entity.player.PlayerSpawnPhantomsEvent net.minecraftforge.event.entity.player.PlayerSpawnPhantomsEvent
net.neoforged.neoforge.event.entity.player.PlayerWakeUpEvent net.minecraftforge.event.entity.player.PlayerWakeUpEvent
net.neoforged.neoforge.event.entity.player.PlayerXpEvent$LevelChange net.minecraftforge.event.entity.player.PlayerXpEvent$LevelChange
net.neoforged.neoforge.event.entity.player.PlayerXpEvent$PickupXp net.minecraftforge.event.entity.player.PlayerXpEvent$PickupXp
net.neoforged.neoforge.event.entity.player.PlayerXpEvent$XpChange net.minecraftforge.event.entity.player.PlayerXpEvent$XpChange
net.neoforged.neoforge.event.entity.player.PlayerXpEvent net.minecraftforge.event.entity.player.PlayerXpEvent
net.neoforged.neoforge.event.entity.player.SleepingLocationCheckEvent net.minecraftforge.event.entity.player.SleepingLocationCheckEvent
net.neoforged.neoforge.event.entity.player.SleepingTimeCheckEvent net.minecraftforge.event.entity.player.SleepingTimeCheckEvent
net.neoforged.neoforge.event.entity.player.TradeWithVillagerEvent net.minecraftforge.event.entity.player.TradeWithVillagerEvent
net.neoforged.neoforge.event.furnace.FurnaceFuelBurnTimeEvent net.minecraftforge.event.furnace.FurnaceFuelBurnTimeEvent
net.neoforged.neoforge.event.level.AlterGroundEvent$StateProvider net.minecraftforge.event.level.AlterGroundEvent$StateProvider
net.neoforged.neoforge.event.level.AlterGroundEvent net.minecraftforge.event.level.AlterGroundEvent
net.neoforged.neoforge.event.level.BlockEvent$BlockToolModificationEvent net.minecraftforge.event.level.BlockEvent$BlockToolModificationEvent
net.neoforged.neoforge.event.level.BlockEvent$BreakEvent net.minecraftforge.event.level.BlockEvent$BreakEvent
net.neoforged.neoforge.event.level.BlockEvent$CreateFluidSourceEvent net.minecraftforge.event.level.BlockEvent$CreateFluidSourceEvent
net.neoforged.neoforge.event.level.BlockEvent$CropGrowEvent$Post net.minecraftforge.event.level.BlockEvent$CropGrowEvent$Post
net.neoforged.neoforge.event.level.BlockEvent$CropGrowEvent$Pre net.minecraftforge.event.level.BlockEvent$CropGrowEvent$Pre
net.neoforged.neoforge.event.level.BlockEvent$CropGrowEvent net.minecraftforge.event.level.BlockEvent$CropGrowEvent
net.neoforged.neoforge.event.level.BlockEvent$EntityMultiPlaceEvent net.minecraftforge.event.level.BlockEvent$EntityMultiPlaceEvent
net.neoforged.neoforge.event.level.BlockEvent$EntityPlaceEvent net.minecraftforge.event.level.BlockEvent$EntityPlaceEvent
net.neoforged.neoforge.event.level.BlockEvent$FarmlandTrampleEvent net.minecraftforge.event.level.BlockEvent$FarmlandTrampleEvent
net.neoforged.neoforge.event.level.BlockEvent$FluidPlaceBlockEvent net.minecraftforge.event.level.BlockEvent$FluidPlaceBlockEvent
net.neoforged.neoforge.event.level.BlockEvent$NeighborNotifyEvent net.minecraftforge.event.level.BlockEvent$NeighborNotifyEvent
net.neoforged.neoforge.event.level.BlockEvent$PortalSpawnEvent net.minecraftforge.event.level.BlockEvent$PortalSpawnEvent
net.neoforged.neoforge.event.level.BlockEvent net.minecraftforge.event.level.BlockEvent
net.neoforged.neoforge.event.level.ChunkDataEvent$Load net.minecraftforge.event.level.ChunkDataEvent$Load
net.neoforged.neoforge.event.level.ChunkDataEvent$Save net.minecraftforge.event.level.ChunkDataEvent$Save
net.neoforged.neoforge.event.level.ChunkDataEvent net.minecraftforge.event.level.ChunkDataEvent
net.neoforged.neoforge.event.level.ChunkEvent$Load net.minecraftforge.event.level.ChunkEvent$Load
net.neoforged.neoforge.event.level.ChunkEvent$Unload net.minecraftforge.event.level.ChunkEvent$Unload
net.neoforged.neoforge.event.level.ChunkEvent net.minecraftforge.event.level.ChunkEvent
net.neoforged.neoforge.event.level.ChunkTicketLevelUpdatedEvent net.minecraftforge.event.level.ChunkTicketLevelUpdatedEvent
net.neoforged.neoforge.event.level.ChunkWatchEvent$UnWatch net.minecraftforge.event.level.ChunkWatchEvent$UnWatch
net.neoforged.neoforge.event.level.ChunkWatchEvent$Watch net.minecraftforge.event.level.ChunkWatchEvent$Watch
net.neoforged.neoforge.event.level.ChunkWatchEvent net.minecraftforge.event.level.ChunkWatchEvent
net.neoforged.neoforge.event.level.ExplosionEvent$Detonate net.minecraftforge.event.level.ExplosionEvent$Detonate
net.neoforged.neoforge.event.level.ExplosionEvent$Start net.minecraftforge.event.level.ExplosionEvent$Start
net.neoforged.neoforge.event.level.ExplosionEvent net.minecraftforge.event.level.ExplosionEvent
net.neoforged.neoforge.event.level.LevelEvent$CreateSpawnPosition net.minecraftforge.event.level.LevelEvent$CreateSpawnPosition
net.neoforged.neoforge.event.level.LevelEvent$Load net.minecraftforge.event.level.LevelEvent$Load
net.neoforged.neoforge.event.level.LevelEvent$PotentialSpawns net.minecraftforge.event.level.LevelEvent$PotentialSpawns
net.neoforged.neoforge.event.level.LevelEvent$Save net.minecraftforge.event.level.LevelEvent$Save
net.neoforged.neoforge.event.level.LevelEvent$Unload net.minecraftforge.event.level.LevelEvent$Unload
net.neoforged.neoforge.event.level.LevelEvent net.minecraftforge.event.level.LevelEvent
net.neoforged.neoforge.event.level.NoteBlockEvent$Change net.minecraftforge.event.level.NoteBlockEvent$Change
net.neoforged.neoforge.event.level.NoteBlockEvent$Note net.minecraftforge.event.level.NoteBlockEvent$Note
net.neoforged.neoforge.event.level.NoteBlockEvent$Octave net.minecraftforge.event.level.NoteBlockEvent$Octave
net.neoforged.neoforge.event.level.NoteBlockEvent$Play net.minecraftforge.event.level.NoteBlockEvent$Play
net.neoforged.neoforge.event.level.NoteBlockEvent net.minecraftforge.event.level.NoteBlockEvent
net.neoforged.neoforge.event.level.PistonEvent$PistonMoveType net.minecraftforge.event.level.PistonEvent$PistonMoveType
net.neoforged.neoforge.event.level.PistonEvent$Post net.minecraftforge.event.level.PistonEvent$Post
net.neoforged.neoforge.event.level.PistonEvent$Pre net.minecraftforge.event.level.PistonEvent$Pre
net.neoforged.neoforge.event.level.PistonEvent net.minecraftforge.event.level.PistonEvent
net.neoforged.neoforge.event.level.SaplingGrowTreeEvent net.minecraftforge.event.level.SaplingGrowTreeEvent
net.neoforged.neoforge.event.level.SleepFinishedTimeEvent net.minecraftforge.event.level.SleepFinishedTimeEvent
net.neoforged.neoforge.event.server.ServerAboutToStartEvent net.minecraftforge.event.server.ServerAboutToStartEvent
net.neoforged.neoforge.event.server.ServerLifecycleEvent net.minecraftforge.event.server.ServerLifecycleEvent
net.neoforged.neoforge.event.server.ServerStartedEvent net.minecraftforge.event.server.ServerStartedEvent
net.neoforged.neoforge.event.server.ServerStartingEvent net.minecraftforge.event.server.ServerStartingEvent
net.neoforged.neoforge.event.server.ServerStoppedEvent net.minecraftforge.event.server.ServerStoppedEvent
net.neoforged.neoforge.event.server.ServerStoppingEvent net.minecraftforge.event.server.ServerStoppingEvent
net.neoforged.neoforge.event.village.VillageSiegeEvent net.minecraftforge.event.village.VillageSiegeEvent
net.neoforged.neoforge.event.village.VillagerTradesEvent net.minecraftforge.event.village.VillagerTradesEvent
net.neoforged.neoforge.event.village.WandererTradesEvent net.minecraftforge.event.village.WandererTradesEvent
net.neoforged.neoforge.fluids.DispenseFluidContainer net.minecraftforge.fluids.DispenseFluidContainer
net.neoforged.neoforge.fluids.FluidActionResult net.minecraftforge.fluids.FluidActionResult
net.neoforged.neoforge.fluids.FluidInteractionRegistry$FluidInteraction net.minecraftforge.fluids.FluidInteractionRegistry$FluidInteraction
net.neoforged.neoforge.fluids.FluidInteractionRegistry$HasFluidInteraction net.minecraftforge.fluids.FluidInteractionRegistry$HasFluidInteraction
net.neoforged.neoforge.fluids.FluidInteractionRegistry$InteractionInformation net.minecraftforge.fluids.FluidInteractionRegistry$InteractionInformation
net.neoforged.neoforge.fluids.FluidInteractionRegistry net.minecraftforge.fluids.FluidInteractionRegistry
net.neoforged.neoforge.fluids.FluidStack net.minecraftforge.fluids.FluidStack
net.neoforged.neoforge.fluids.FluidType$Properties net.minecraftforge.fluids.FluidType$Properties
net.neoforged.neoforge.fluids.FluidType net.minecraftforge.fluids.FluidType
net.neoforged.neoforge.fluids.FluidUtil net.minecraftforge.fluids.FluidUtil
net.neoforged.neoforge.fluids.BaseFlowingFluid$Flowing net.minecraftforge.fluids.ForgeFlowingFluid$Flowing
net.neoforged.neoforge.fluids.BaseFlowingFluid$Properties net.minecraftforge.fluids.ForgeFlowingFluid$Properties
net.neoforged.neoforge.fluids.BaseFlowingFluid$Source net.minecraftforge.fluids.ForgeFlowingFluid$Source
net.neoforged.neoforge.fluids.BaseFlowingFluid net.minecraftforge.fluids.ForgeFlowingFluid
net.neoforged.neoforge.fluids.IFluidBlock net.minecraftforge.fluids.IFluidBlock
net.neoforged.neoforge.fluids.IFluidTank net.minecraftforge.fluids.IFluidTank
net.neoforged.neoforge.fluids.capability.FluidHandlerBlockEntity net.minecraftforge.fluids.capability.FluidHandlerBlockEntity
net.neoforged.neoforge.fluids.capability.IFluidHandler$FluidAction net.minecraftforge.fluids.capability.IFluidHandler$FluidAction
net.neoforged.neoforge.fluids.capability.IFluidHandler net.minecraftforge.fluids.capability.IFluidHandler
net.neoforged.neoforge.fluids.capability.IFluidHandlerItem net.minecraftforge.fluids.capability.IFluidHandlerItem
net.neoforged.neoforge.fluids.capability.ItemFluidContainer net.minecraftforge.fluids.capability.ItemFluidContainer
net.neoforged.neoforge.fluids.capability.templates.EmptyFluidHandler net.minecraftforge.fluids.capability.templates.EmptyFluidHandler
net.neoforged.neoforge.fluids.capability.templates.FluidHandlerItemStack$Consumable net.minecraftforge.fluids.capability.templates.FluidHandlerItemStack$Consumable
net.neoforged.neoforge.fluids.capability.templates.FluidHandlerItemStack$SwapEmpty net.minecraftforge.fluids.capability.templates.FluidHandlerItemStack$SwapEmpty
net.neoforged.neoforge.fluids.capability.templates.FluidHandlerItemStack net.minecraftforge.fluids.capability.templates.FluidHandlerItemStack
net.neoforged.neoforge.fluids.capability.templates.FluidHandlerItemStackSimple$Consumable net.minecraftforge.fluids.capability.templates.FluidHandlerItemStackSimple$Consumable
net.neoforged.neoforge.fluids.capability.templates.FluidHandlerItemStackSimple$SwapEmpty net.minecraftforge.fluids.capability.templates.FluidHandlerItemStackSimple$SwapEmpty
net.neoforged.neoforge.fluids.capability.templates.FluidHandlerItemStackSimple net.minecraftforge.fluids.capability.templates.FluidHandlerItemStackSimple
net.neoforged.neoforge.fluids.capability.templates.FluidTank net.minecraftforge.fluids.capability.templates.FluidTank
net.neoforged.neoforge.fluids.capability.templates.VoidFluidHandler net.minecraftforge.fluids.capability.templates.VoidFluidHandler
net.neoforged.neoforge.fluids.capability.wrappers.BlockWrapper$LiquidContainerBlockWrapper net.minecraftforge.fluids.capability.wrappers.BlockWrapper$LiquidContainerBlockWrapper
net.neoforged.neoforge.fluids.capability.wrappers.BlockWrapper net.minecraftforge.fluids.capability.wrappers.BlockWrapper
net.neoforged.neoforge.fluids.capability.wrappers.BucketPickupHandlerWrapper net.minecraftforge.fluids.capability.wrappers.BucketPickupHandlerWrapper
net.neoforged.neoforge.fluids.capability.wrappers.FluidBlockWrapper net.minecraftforge.fluids.capability.wrappers.FluidBlockWrapper
net.neoforged.neoforge.fluids.capability.wrappers.FluidBucketWrapper net.minecraftforge.fluids.capability.wrappers.FluidBucketWrapper
net.neoforged.neoforge.forge.snapshots.ForgeSnapshotsMod net.minecraftforge.forge.snapshots.ForgeSnapshotsMod
net.neoforged.neoforge.forge.snapshots.ForgeSnapshotsModClient net.minecraftforge.forge.snapshots.ForgeSnapshotsModClient
net.neoforged.neoforge.gametest.BlockPosValueConverter net.minecraftforge.gametest.BlockPosValueConverter
net.neoforged.neoforge.gametest.GameTestHooks net.minecraftforge.gametest.ForgeGameTestHooks
net.neoforged.neoforge.gametest.GameTestHolder net.minecraftforge.gametest.GameTestHolder
net.neoforged.neoforge.gametest.GameTestMain net.minecraftforge.gametest.GameTestMain
net.neoforged.neoforge.gametest.PrefixGameTestTemplate net.minecraftforge.gametest.PrefixGameTestTemplate
net.neoforged.neoforge.internal.BrandingControl net.minecraftforge.internal.BrandingControl
net.neoforged.neoforge.internal.ForgeBindings$1 net.minecraftforge.internal.ForgeBindings$1
net.neoforged.neoforge.internal.ForgeBindings net.minecraftforge.internal.ForgeBindings
net.neoforged.neoforge.internal.TextComponentMessageFormatHandler net.minecraftforge.internal.TextComponentMessageFormatHandler
net.neoforged.neoforge.items.IItemHandler net.minecraftforge.items.IItemHandler
net.neoforged.neoforge.items.IItemHandlerModifiable net.minecraftforge.items.IItemHandlerModifiable
net.neoforged.neoforge.items.ItemHandlerHelper net.minecraftforge.items.ItemHandlerHelper
net.neoforged.neoforge.items.ItemStackHandler net.minecraftforge.items.ItemStackHandler
net.neoforged.neoforge.items.SlotItemHandler net.minecraftforge.items.SlotItemHandler
net.neoforged.neoforge.items.VanillaHopperItemHandler net.minecraftforge.items.VanillaHopperItemHandler
net.neoforged.neoforge.items.VanillaInventoryCodeHooks net.minecraftforge.items.VanillaInventoryCodeHooks
net.neoforged.neoforge.items.wrapper.CombinedInvWrapper net.minecraftforge.items.wrapper.CombinedInvWrapper
net.neoforged.neoforge.items.wrapper.EmptyHandler net.minecraftforge.items.wrapper.EmptyHandler
net.neoforged.neoforge.items.wrapper.EntityArmorInvWrapper net.minecraftforge.items.wrapper.EntityArmorInvWrapper
net.neoforged.neoforge.items.wrapper.EntityEquipmentInvWrapper net.minecraftforge.items.wrapper.EntityEquipmentInvWrapper
net.neoforged.neoforge.items.wrapper.EntityHandsInvWrapper net.minecraftforge.items.wrapper.EntityHandsInvWrapper
net.neoforged.neoforge.items.wrapper.InvWrapper net.minecraftforge.items.wrapper.InvWrapper
net.neoforged.neoforge.items.wrapper.PlayerArmorInvWrapper net.minecraftforge.items.wrapper.PlayerArmorInvWrapper
net.neoforged.neoforge.items.wrapper.PlayerInvWrapper net.minecraftforge.items.wrapper.PlayerInvWrapper
net.neoforged.neoforge.items.wrapper.PlayerMainInvWrapper net.minecraftforge.items.wrapper.PlayerMainInvWrapper
net.neoforged.neoforge.items.wrapper.PlayerOffhandInvWrapper net.minecraftforge.items.wrapper.PlayerOffhandInvWrapper
net.neoforged.neoforge.items.wrapper.RangedWrapper net.minecraftforge.items.wrapper.RangedWrapper
net.neoforged.neoforge.items.wrapper.RecipeWrapper net.minecraftforge.items.wrapper.RecipeWrapper
net.neoforged.neoforge.items.wrapper.ShulkerItemStackInvWrapper net.minecraftforge.items.wrapper.ShulkerItemStackInvWrapper
net.neoforged.neoforge.items.wrapper.SidedInvWrapper$InsertLimit net.minecraftforge.items.wrapper.SidedInvWrapper$InsertLimit
net.neoforged.neoforge.items.wrapper.SidedInvWrapper net.minecraftforge.items.wrapper.SidedInvWrapper
net.neoforged.neoforge.logging.CrashReportExtender net.minecraftforge.logging.CrashReportExtender
net.neoforged.neoforge.logging.PacketDump net.minecraftforge.logging.PacketDump
net.neoforged.neoforge.network.ConfigSync net.minecraftforge.network.ConfigSync
net.neoforged.neoforge.network.ConnectionData$ModMismatchData net.minecraftforge.network.ConnectionData$ModMismatchData
net.neoforged.neoforge.network.ConnectionData net.minecraftforge.network.ConnectionData
net.neoforged.neoforge.network.ConnectionType net.minecraftforge.network.ConnectionType
net.neoforged.neoforge.network.DualStackUtils net.minecraftforge.network.DualStackUtils
net.neoforged.neoforge.network.HandshakeHandler$HandshakeConsumer net.minecraftforge.network.HandshakeHandler$HandshakeConsumer
net.neoforged.neoforge.network.HandshakeHandler net.minecraftforge.network.HandshakeHandler
net.neoforged.neoforge.network.HandshakeMessages$C2SAcknowledge net.minecraftforge.network.HandshakeMessages$C2SAcknowledge
net.neoforged.neoforge.network.HandshakeMessages$C2SModListReply net.minecraftforge.network.HandshakeMessages$C2SModListReply
net.neoforged.neoforge.network.HandshakeMessages$LoginIndexedMessage net.minecraftforge.network.HandshakeMessages$LoginIndexedMessage
net.neoforged.neoforge.network.HandshakeMessages$S2CChannelMismatchData net.minecraftforge.network.HandshakeMessages$S2CChannelMismatchData
net.neoforged.neoforge.network.HandshakeMessages$S2CConfigData net.minecraftforge.network.HandshakeMessages$S2CConfigData
net.neoforged.neoforge.network.HandshakeMessages$S2CModData net.minecraftforge.network.HandshakeMessages$S2CModData
net.neoforged.neoforge.network.HandshakeMessages$S2CModList net.minecraftforge.network.HandshakeMessages$S2CModList
net.neoforged.neoforge.network.HandshakeMessages$S2CRegistry net.minecraftforge.network.HandshakeMessages$S2CRegistry
net.neoforged.neoforge.network.HandshakeMessages net.minecraftforge.network.HandshakeMessages
net.neoforged.neoforge.network.IContainerFactory net.minecraftforge.network.IContainerFactory
net.neoforged.neoforge.network.ICustomPacket net.minecraftforge.network.ICustomPacket
net.neoforged.neoforge.network.LoginWrapper net.minecraftforge.network.LoginWrapper
net.neoforged.neoforge.network.MCRegisterPacketHandler$ChannelList net.minecraftforge.network.MCRegisterPacketHandler$ChannelList
net.neoforged.neoforge.network.MCRegisterPacketHandler net.minecraftforge.network.MCRegisterPacketHandler
net.neoforged.neoforge.network.NetworkConstants net.minecraftforge.network.NetworkConstants
net.neoforged.neoforge.network.NetworkDirection$Factory net.minecraftforge.network.NetworkDirection$Factory
net.neoforged.neoforge.network.NetworkDirection net.minecraftforge.network.NetworkDirection
net.neoforged.neoforge.network.NetworkEvent$ChannelRegistrationChangeEvent net.minecraftforge.network.NetworkEvent$ChannelRegistrationChangeEvent
net.neoforged.neoforge.network.NetworkEvent$ClientCustomPayloadEvent net.minecraftforge.network.NetworkEvent$ClientCustomPayloadEvent
net.neoforged.neoforge.network.NetworkEvent$ClientCustomPayloadLoginEvent net.minecraftforge.network.NetworkEvent$ClientCustomPayloadLoginEvent
net.neoforged.neoforge.network.NetworkEvent$Context net.minecraftforge.network.NetworkEvent$Context
net.neoforged.neoforge.network.NetworkEvent$GatherLoginPayloadsEvent net.minecraftforge.network.NetworkEvent$GatherLoginPayloadsEvent
net.neoforged.neoforge.network.NetworkEvent$LoginPayloadEvent net.minecraftforge.network.NetworkEvent$LoginPayloadEvent
net.neoforged.neoforge.network.NetworkEvent$PacketDispatcher$NetworkManagerDispatcher net.minecraftforge.network.NetworkEvent$PacketDispatcher$NetworkManagerDispatcher
net.neoforged.neoforge.network.NetworkEvent$PacketDispatcher net.minecraftforge.network.NetworkEvent$PacketDispatcher
net.neoforged.neoforge.network.NetworkEvent$RegistrationChangeType net.minecraftforge.network.NetworkEvent$RegistrationChangeType
net.neoforged.neoforge.network.NetworkEvent$ServerCustomPayloadEvent net.minecraftforge.network.NetworkEvent$ServerCustomPayloadEvent
net.neoforged.neoforge.network.NetworkEvent$ServerCustomPayloadLoginEvent net.minecraftforge.network.NetworkEvent$ServerCustomPayloadLoginEvent
net.neoforged.neoforge.network.NetworkEvent net.minecraftforge.network.NetworkEvent
net.neoforged.neoforge.network.NetworkHooks net.minecraftforge.network.NetworkHooks
net.neoforged.neoforge.network.NetworkInitialization net.minecraftforge.network.NetworkInitialization
net.neoforged.neoforge.network.NetworkInstance net.minecraftforge.network.NetworkInstance
net.neoforged.neoforge.network.NetworkRegistry$ChannelBuilder net.minecraftforge.network.NetworkRegistry$ChannelBuilder
net.neoforged.neoforge.network.NetworkRegistry$LoginPayload net.minecraftforge.network.NetworkRegistry$LoginPayload
net.neoforged.neoforge.network.NetworkRegistry net.minecraftforge.network.NetworkRegistry
